DOWN_arrowdict,navajowhite,removal,0.0,0.0
EXPORT_arrowdict,navajowhite,export,0.3324936915275751,0.96
INPUT_arrowdict,navajowhite,input,0.3320332575204293,0.96
UP_arrowdict,navajowhite,production,0.0,0
