DOWN_arrowdict,navajowhite,removal,0.8155665991856225,2.35
EXPORT_arrowdict,navajowhite,export,0.4742664529608472,1.37
INPUT_arrowdict,navajowhite,input,0.4498748532565276,1.3
UP_arrowdict,navajowhite,production,0.8413877713187206,2.42
